"Internal_reference","Survey","Polygon","Commonname","Validname","Family","Class","Order","RES","Type","Partial_cell_area","Density","Uncertainty","Uncertainty_measure","CI_95_low","CI_95_high","Location","Study_area"
"054_O'Brien et al (2022)_New England Aquarium","SNE Winter 2015","SNE C","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",325.240341324518,0.00141224804211067,0.35,"Squared CV",0.000154063422775709,0.0158171780716395,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Winter 2017","SNE D","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",1303.09400282734,0.00912063328170711,1.16,"Squared CV",0.0013939081053175,0.0625021510927551,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Winter 2017","SNE D","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",384.466256490088,0.00912063328170711,1.16,"Squared CV",0.0013939081053175,0.0625021510927551,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Winter 2017","SNE D","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",1710.91365349965,0.00912063328170711,1.16,"Squared CV",0.0013939081053175,0.0625021510927551,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Winter 2017","SNE D","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",1467.09596510889,0.00912063328170711,1.16,"Squared CV",0.0013939081053175,0.0625021510927551,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Winter 2017","SNE D","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",1415.06669088641,0.00912063328170711,1.16,"Squared CV",0.0013939081053175,0.0625021510927551,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Winter 2017","SNE D","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",2000.03933364353,0.00912063328170711,1.16,"Squared CV",0.0013939081053175,0.0625021510927551,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Winter 2017","SNE D","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",253.477512173985,0.00912063328170711,1.16,"Squared CV",0.0013939081053175,0.0625021510927551,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Winter 2017","SNE D","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",595.99214479805,0.00912063328170711,1.16,"Squared CV",0.0013939081053175,0.0625021510927551,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Winter 2018","SNE D","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",1303.09400282734,0.0134228187919463,0.16,"Squared CV",0.00629839958699019,0.0288934778867665,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Winter 2018","SNE D","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",384.466256490088,0.0134228187919463,0.16,"Squared CV",0.00629839958699019,0.0288934778867665,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Winter 2018","SNE D","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",1710.91365349965,0.0134228187919463,0.16,"Squared CV",0.00629839958699019,0.0288934778867665,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Winter 2018","SNE D","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",1467.09596510889,0.0134228187919463,0.16,"Squared CV",0.00629839958699019,0.0288934778867665,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Winter 2018","SNE D","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",1415.06669088641,0.0134228187919463,0.16,"Squared CV",0.00629839958699019,0.0288934778867665,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Winter 2018","SNE D","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",2000.03933364353,0.0134228187919463,0.16,"Squared CV",0.00629839958699019,0.0288934778867665,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Winter 2018","SNE D","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",253.477512173985,0.0134228187919463,0.16,"Squared CV",0.00629839958699019,0.0288934778867665,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Winter 2018","SNE D","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",595.99214479805,0.0134228187919463,0.16,"Squared CV",0.00629839958699019,0.0288934778867665,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Winter 2019","SNE D","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",1303.09400282734,0.0211667527103769,0.12,"Squared CV",0.0108070900017209,0.0415935295129926,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Winter 2019","SNE D","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",384.466256490088,0.0211667527103769,0.12,"Squared CV",0.0108070900017209,0.0415935295129926,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Winter 2019","SNE D","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",1710.91365349965,0.0211667527103769,0.12,"Squared CV",0.0108070900017209,0.0415935295129926,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Winter 2019","SNE D","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",1467.09596510889,0.0211667527103769,0.12,"Squared CV",0.0108070900017209,0.0415935295129926,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Winter 2019","SNE D","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",1415.06669088641,0.0211667527103769,0.12,"Squared CV",0.0108070900017209,0.0415935295129926,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Winter 2019","SNE D","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",2000.03933364353,0.0211667527103769,0.12,"Squared CV",0.0108070900017209,0.0415935295129926,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Winter 2019","SNE D","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",253.477512173985,0.0211667527103769,0.12,"Squared CV",0.0108070900017209,0.0415935295129926,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Winter 2019","SNE D","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",595.99214479805,0.0211667527103769,0.12,"Squared CV",0.0108070900017209,0.0415935295129926,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Spring 2013","SNE C","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",1621.63375084818,0.000256772371292849,0.1,"Squared CV",0.000154063422775709,0.000372319938374631,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Spring 2013","SNE C","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",848.307564249198,0.000256772371292849,0.1,"Squared CV",0.000154063422775709,0.000372319938374631,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Spring 2013","SNE C","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",1663.12715565281,0.000256772371292849,0.1,"Squared CV",0.000154063422775709,0.000372319938374631,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Spring 2013","SNE C","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",2162.7065644946,0.000256772371292849,0.1,"Squared CV",0.000154063422775709,0.000372319938374631,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Spring 2013","SNE C","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",1332.04872535921,0.000256772371292849,0.1,"Squared CV",0.000154063422775709,0.000372319938374631,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Spring 2013","SNE C","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",2070.88834614734,0.000256772371292849,0.1,"Squared CV",0.000154063422775709,0.000372319938374631,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Spring 2013","SNE C","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",325.240341324518,0.000256772371292849,0.1,"Squared CV",0.000154063422775709,0.000372319938374631,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Spring 2014","SNE C","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",1621.63375084818,0.00192579278469637,0.55,"Squared CV",0.000449351649762486,0.00708691744768263,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Spring 2014","SNE C","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",848.307564249198,0.00192579278469637,0.55,"Squared CV",0.000449351649762486,0.00708691744768263,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Spring 2014","SNE C","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",1663.12715565281,0.00192579278469637,0.55,"Squared CV",0.000449351649762486,0.00708691744768263,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Spring 2014","SNE C","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",2162.7065644946,0.00192579278469637,0.55,"Squared CV",0.000449351649762486,0.00708691744768263,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Spring 2014","SNE C","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",1332.04872535921,0.00192579278469637,0.55,"Squared CV",0.000449351649762486,0.00708691744768263,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Spring 2014","SNE C","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",2070.88834614734,0.00192579278469637,0.55,"Squared CV",0.000449351649762486,0.00708691744768263,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Spring 2014","SNE C","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",325.240341324518,0.00192579278469637,0.55,"Squared CV",0.000449351649762486,0.00708691744768263,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Spring 2015","SNE C","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",1621.63375084818,0.00385158556939273,0.26,"Squared CV",0.00141224804211067,0.00984722043908075,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Spring 2015","SNE C","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",848.307564249198,0.00385158556939273,0.26,"Squared CV",0.00141224804211067,0.00984722043908075,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Spring 2015","SNE C","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",1663.12715565281,0.00385158556939273,0.26,"Squared CV",0.00141224804211067,0.00984722043908075,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Spring 2015","SNE C","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",2162.7065644946,0.00385158556939273,0.26,"Squared CV",0.00141224804211067,0.00984722043908075,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Spring 2015","SNE C","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",1332.04872535921,0.00385158556939273,0.26,"Squared CV",0.00141224804211067,0.00984722043908075,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Spring 2015","SNE C","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",2070.88834614734,0.00385158556939273,0.26,"Squared CV",0.00141224804211067,0.00984722043908075,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Spring 2015","SNE C","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",325.240341324518,0.00385158556939273,0.26,"Squared CV",0.00141224804211067,0.00984722043908075,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Spring 2017","SNE D","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",1303.09400282734,0.00826019617965927,0.17,"Squared CV",0.00369987953880571,0.0178970917225951,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Spring 2017","SNE D","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",384.466256490088,0.00826019617965927,0.17,"Squared CV",0.00369987953880571,0.0178970917225951,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Spring 2017","SNE D","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",1710.91365349965,0.00826019617965927,0.17,"Squared CV",0.00369987953880571,0.0178970917225951,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Spring 2017","SNE D","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",1467.09596510889,0.00826019617965927,0.17,"Squared CV",0.00369987953880571,0.0178970917225951,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Spring 2017","SNE D","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",1415.06669088641,0.00826019617965927,0.17,"Squared CV",0.00369987953880571,0.0178970917225951,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Spring 2017","SNE D","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",2000.03933364353,0.00826019617965927,0.17,"Squared CV",0.00369987953880571,0.0178970917225951,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Spring 2017","SNE D","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",253.477512173985,0.00826019617965927,0.17,"Squared CV",0.00369987953880571,0.0178970917225951,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Spring 2017","SNE D","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",595.99214479805,0.00826019617965927,0.17,"Squared CV",0.00369987953880571,0.0178970917225951,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Spring 2018","SNE D","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",1303.09400282734,0.00120461194286698,0.39,"Squared CV",0.000395801066942007,0.00369987953880571,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Spring 2018","SNE D","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",384.466256490088,0.00120461194286698,0.39,"Squared CV",0.000395801066942007,0.00369987953880571,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Spring 2018","SNE D","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",1710.91365349965,0.00120461194286698,0.39,"Squared CV",0.000395801066942007,0.00369987953880571,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Spring 2018","SNE D","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",1467.09596510889,0.00120461194286698,0.39,"Squared CV",0.000395801066942007,0.00369987953880571,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Spring 2018","SNE D","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",1415.06669088641,0.00120461194286698,0.39,"Squared CV",0.000395801066942007,0.00369987953880571,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Spring 2018","SNE D","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",2000.03933364353,0.00120461194286698,0.39,"Squared CV",0.000395801066942007,0.00369987953880571,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Spring 2018","SNE D","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",253.477512173985,0.00120461194286698,0.39,"Squared CV",0.000395801066942007,0.00369987953880571,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Spring 2018","SNE D","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",595.99214479805,0.00120461194286698,0.39,"Squared CV",0.000395801066942007,0.00369987953880571,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Spring 2019","SNE D","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",1303.09400282734,0.013939081053175,1.22,"Squared CV",0.0013939081053175,0.131595250387197,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Spring 2019","SNE D","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",384.466256490088,0.013939081053175,1.22,"Squared CV",0.0013939081053175,0.131595250387197,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Spring 2019","SNE D","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",1710.91365349965,0.013939081053175,1.22,"Squared CV",0.0013939081053175,0.131595250387197,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Spring 2019","SNE D","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",1467.09596510889,0.013939081053175,1.22,"Squared CV",0.0013939081053175,0.131595250387197,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Spring 2019","SNE D","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",1415.06669088641,0.013939081053175,1.22,"Squared CV",0.0013939081053175,0.131595250387197,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Spring 2019","SNE D","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",2000.03933364353,0.013939081053175,1.22,"Squared CV",0.0013939081053175,0.131595250387197,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Spring 2019","SNE D","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",253.477512173985,0.013939081053175,1.22,"Squared CV",0.0013939081053175,0.131595250387197,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Spring 2019","SNE D","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",595.99214479805,0.013939081053175,1.22,"Squared CV",0.0013939081053175,0.131595250387197,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Summer 2013","SNE C","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",1621.63375084818,0,NA,"NA",NA,NA,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Summer 2013","SNE C","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",848.307564249198,0,NA,"NA",NA,NA,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Summer 2013","SNE C","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",1663.12715565281,0,NA,"NA",NA,NA,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Summer 2013","SNE C","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",2162.7065644946,0,NA,"NA",NA,NA,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Summer 2013","SNE C","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",1332.04872535921,0,NA,"NA",NA,NA,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Summer 2013","SNE C","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",2070.88834614734,0,NA,"NA",NA,NA,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Summer 2013","SNE C","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",325.240341324518,0,NA,"NA",NA,NA,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Summer 2014","SNE C","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",1621.63375084818,0,NA,"NA",NA,NA,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Summer 2014","SNE C","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",848.307564249198,0,NA,"NA",NA,NA,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Summer 2014","SNE C","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",1663.12715565281,0,NA,"NA",NA,NA,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Summer 2014","SNE C","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",2162.7065644946,0,NA,"NA",NA,NA,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Summer 2014","SNE C","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",1332.04872535921,0,NA,"NA",NA,NA,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Summer 2014","SNE C","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",2070.88834614734,0,NA,"NA",NA,NA,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Summer 2014","SNE C","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",325.240341324518,0,NA,"NA",NA,NA,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Summer 2015","SNE C","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",1621.63375084818,0,NA,"NA",NA,NA,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Summer 2015","SNE C","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",848.307564249198,0,NA,"NA",NA,NA,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Summer 2015","SNE C","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",1663.12715565281,0,NA,"NA",NA,NA,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Summer 2015","SNE C","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",2162.7065644946,0,NA,"NA",NA,NA,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Summer 2015","SNE C","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",1332.04872535921,0,NA,"NA",NA,NA,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Summer 2015","SNE C","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",2070.88834614734,0,NA,"NA",NA,NA,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Summer 2015","SNE C","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",325.240341324518,0,NA,"NA",NA,NA,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Summer 2017","SNE D","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",1303.09400282734,0.000344174840819136,0.62,"Squared CV",0.000103252452245741,0.00170366546205472,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Summer 2017","SNE D","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",384.466256490088,0.000344174840819136,0.62,"Squared CV",0.000103252452245741,0.00170366546205472,"Northwest Atlantic","N"
"054_O'Brien et al (2022)_New England Aquarium","SNE Summer 2017","SNE D","North Atantic right whale","Eubalaena glacialis","Balaenidae","Mammalia","Cetartiodactyla",1,"Suitable habitat",1710.91365349965,0.000344174840819136,0.62,"Squared CV",0.000103252452245741,0.00170366546205472,"Northwest Atlantic","N"
